ssvid,shipname_norm,imo,callsign,vessel_class,flag,length_m,tonnage_gt,engine_power,hours,fishing_hours,hours_HS,fishing_hours_HS,gfw_owner,gfw_owner_address,gfw_owner_flag
224135000,PEDRADAGRELO,9329083,ECEL,drifting_longlines,ESP,33.18,270.64,308.82,7894.47,3430.57,7015.29,3429.61,PESQUERA ROMAR,"FERNANDEZ ALBOR, 46 A GUARDA36780 PONTEVEDRA",ESP
259526000,MANON,9125633,LJOD,trawlers,NOR,70,1793,6560.66,8741.74,698.01,273.53,137.8,K HALSTENSEN,NA,NOR
224120000,PESCALANDA,9249544,EBRX,drifting_longlines,ESP,31.48,325.76,437.64,7451.97,3745.3,5947.22,3726.41,PESQUERA LANDA,"NVO. TINGLADO GRAL. DE EMPAQUE, OFIC, 11-PUERTO PESQUERO VIGO36202 PONTEVEDRA",ESP
412440559,FUYUANYU7777,9046320,BZW6P,drifting_longlines,CHN,48.21,597,960.15,8736.23,6751.14,8260.31,6750.33,FUJIAN YAOXIANG MARINE,"ROOM B2, 8TH FLOOR, BUILDING 1, HONGYANG XINCHENG, YANGQIAO LU, GULOU QU, FUZHOU, FUJIAN, CHINA.",CHN
416536000,HSIANGHAO6,NA,B12494,squid_jigger,TWN,71.7,919,1869.36,4910.3,782.32,2966.7,455.38,HSIANG HAO FISHERIES,"KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN
367507280,ROBIN2,NA,WDF9642,drifting_longlines,USA,18.9,63,266.15,6002.64,2500.5,2801.34,1861.43,L S FISHING,"508 KUNAWAI LN, HONOLULU, HI 96817-2227, USA",USA
412420991,HAIDELI708,NA,BZV6X,squid_jigger,CHN,50.3,660,993,8737.15,2526.15,8396.47,2526.15,ZHOUSHAN HAIDELI OCEAN FISH,"7TH FLOOR, 9, DONGHAI XILU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416003800,CHARNGLUEN22,NA,BH3267,drifting_longlines,TWN,52.65,496,864.03,7474.43,3733.7,4430.21,2469.75,CHARNG FU YING FISHERIES,NA,TWN
224063790,PEDROXIBANO,9150559,EA2540,drifting_longlines,ESP,28,169,251.82,8694.13,3791.13,7151.87,3670.24,CONGELADOS NORIBERICA,"CALLE RONDA DON BOSCO, 24 -1º VIGO CP 36202 PONTEVEDRA",ESP
412401260,ZHOUYU809,NA,BKWI,squid_jigger,CHN,38.52,279,668.37,1852.59,272.34,1780.25,272.34,CHINA AQUATIC PRODUCTS,"1, XINGHAI LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
412333273,LURONGYUANYU522,9831608,BCFI6,squid_jigger,CHN,56.44,1087,993.7,2821.65,723.47,2373.4,719.5,RONGCHENG CHISHAN OCEAN FISH,"66, HUANGHAI ZHONGLU, SHIDAOZHEN, RONGCHENG, SHANGDONG, 264309, CHINA.",CHN
412331017,LURONGYUANYU818,NA,NA,squid_jigger,CHN,60.98,812.31,1919.72,3791.67,3107.04,3709.79,3089.59,NA,NA,NA
416002766,SHENGCHIHUEI12,NA,BK6602,drifting_longlines,TWN,22,49.55,335.7,2633.64,352.51,930.03,82.28,FANG WU CHEN,"NO.179, GUANGFU RD., XINYUAN TOWNSHIP, PINGTUNG COUNTY 932, TAIWAN",TWN
316008310,ADMIRABLETRADITION,NA,NA,NA,CAN,21.42,94,353.31,1102.97,225.03,54.59,23.4,NA,NA,NA
440076000,SAMYOUNG301,8623145,HLLN,squid_jigger,KOR,52.63,480.03,882,5923.78,1473.05,3451.56,1161.85,SAM YOUNG FISHERIES,"SAMYOUNG BUILDING, 589-8, HADAN 1-DONG, SAHA-GU, BUSAN, 604-850, SOUTH KOREA.",KOR
576877000,TOCHAN2,8976205,YJSZ7,drifting_longlines,VUT,44.99,492,820.6,8304.99,3929.67,7089.11,3921.52,SUN RISE FISHERIES,P.O.BOX 1640 PORT VILA. VANUATU (TEL.,VUT
412420493,PUYUAN856,8780008,BZ8VO,squid_jigger,CHN,45.53,498,783.93,8699.33,3024.11,8123.37,3024.11,ZHEJIANG ZHOUPU OCEAN FISH,"DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416004937,SHUNHAO,NA,NA,drifting_longlines,TWN,43.06,345.82,712.78,7946.89,5891.42,4153.74,3343.8,NA,NA,NA
273213010,OBELIAI,8522286,UIOL,trawlers,RUS,62.25,1895,2160,8712.99,4749.4,1270.3,1170.66,NORD PILIGRIM,"RUSSIA, 183038 MURMANSK, UL. TRALOVAYA, 51",RUS
412421183,TAOYUAN610,NA,NA,squid_jigger,CHN,43.62,169.77,908.81,480.33,23.68,273.4,23.68,ZHOUSHAN PUTUO DEEP SEA,"216, BINGANG LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416342000,CHIENCHANG226,9223576,BJ2524,drifting_longlines,TWN,56.49,520,1040.63,7395.29,2901.6,6405.24,2895.01,CHIEN CHANG OCEAN ENTERPRISE,"NO.48, YANPING ST., GUSHAN DIST., KAOHSIUNG CITY, TAIWAN (R.O.C.)",TWN
431900076,YAHATAMARU88,NA,NA,squid_jigger,JPN,37.39,214.91,711.02,1533.02,284.78,1042.18,199.96,NA,NA,NA
417000541,CHATHURANGA2,NA,NA,drifting_longlines,LKA,29.79,137.75,365.35,3687.36,852.43,1915.42,618.17,NA,NA,NA
431601620,SEIYOSHIMARU,NA,NA,drifting_longlines,JPN,25.92,128.97,512.85,4361.84,3168.59,3182.32,2556.93,NA,NA,NA
440894000,DONGWON633,8911334,DTAN8,drifting_longlines,KOR,50.14,443.29,893.49,8634.14,5277.23,7594.51,5277.23,DONGWON FISHERIES,"824-24, YEOKSAM-DONG, KANGNAM-GU, SEOUL, KOREA",KOR
416003165,SEAHAWK2,NA,NA,drifting_longlines,TWN,35.44,195.36,533.13,5074.76,3265.18,4338.68,3265.18,NA,NA,NA
431003375,MARUNAKAMARU2,NA,NA,set_longlines,JPN,34.55,270.9,922.25,1038.07,58.8,671.43,51.35,NEMURO KAIYO,"6, NARUMI-CHO 10-CHOME, NEMURO-SHI, HOKKAIDO, 087-0017, JAPAN.",JPN
412694830,BZSJ5,NA,BZSJ5,drifting_longlines,CHN,48.57,499.36,836.93,8733.73,6540.6,7934.98,6526.7,NA,NA,NA
432448000,SHOEIMARU1,9304564,JFGJ,drifting_longlines,JPN,49.99,448.26,545.01,8254.42,3164.57,5861.46,2995.75,KATSUKURA,"1-6-15, BENTENCHO, KESENNUMA-SHI, MIYAGI, JAPAN",JPN
416175800,HONGRONG168,8787927,BJ4818,drifting_longlines,TWN,28.34,98,697.62,7198.98,3820.82,4055.96,2353.46,HSUEH FU CHING,"NO.36, LN. 400, SEC. 2, JHONGJHENG RD., HUNEI DIST., KAOHSIUNG CITY 82946, TAIWAN",TWN
416250500,YUHYEOU666,9819466,BH3477,drifting_longlines,TWN,40.6,336,867.49,8736.21,6670.87,7868.45,6614.23,UNIFISHERIES ENTERPRISE,"2F.,NO.296, MINSHENG 1ST RD., XINXING DIST,.",TWN
735058829,AMADAISABEL,NA,NA,tuna_purse_seines,ECU,55.74,1122.62,2555.04,847.4,257.77,621.62,235.45,PISCANTUR,"MANTA, ECUADOR.",ECU
431501647,YUUJINMARU5,NA,NA,drifting_longlines,JPN,24.71,155.31,510.24,4126.35,2552.17,3358.08,2454.79,NA,NA,NA
416187800,HUNGJIEWEI36,8780802,BJ4906,drifting_longlines,TWN,27.3,99.51,848.95,4360.6,3423.4,1355.79,1112,HONG L C,"11TH FLOOR, 435, MINGCHENG 3RD ROAD, GUSHAN DISTRICT, KAOHSIUNG CITY, 80453, CHINA, REPUBLIC OF (TAIWAN)",TWN
416119900,LUNGSOON212,9184005,BI2544,drifting_longlines,TWN,56,525,1113.78,8737.28,6755.28,8580.45,6751.91,HONG LUNG FISHERIES,"NO.39, YUGANG S. 1ST RD ., QIANZHEN DIST.,KAOHSIUNG CITY 80672, TAIWAN (R.O.C.)",TWN
412440506,FUYUANYU170,NA,NA,squid_jigger,CHN,56.25,1643.16,1443.86,3524.6,770.49,3119.21,766.45,NA,NA,NA
417000248,CARIBBEAN1,NA,NA,set_gillnets,LKA,21.8,76.44,256.04,2786.77,89.01,923.44,75.99,NA,NA,NA
520234000,RISING28,9657612,3DQI,NA,FJI,42.6,199,396,1915.51,889.99,372.78,248.93,RISING FISHERIES,"1ST FLOOR, COMPLEX 1, MUAIWALU BUILDING, GPO BOX 16386, RONA STREET, WALU BAY, SUVA, FIJI.",FJI
900029433,NA,NA,NA,squid_jigger,NA,33.41,555.99,489.52,2317.21,1053.52,1915.08,1050.65,NA,NA,NA
416000836,SINSANCHING101,NA,BJ3951,drifting_longlines,TWN,22.9,67.09,469.98,6038.61,4825.77,5782.12,4741.38,CAI CHANG SYONG,"NO.62, CHAOLONG RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN
416136900,YUIHSIANG627,8647402,BI2448,drifting_longlines,TWN,54.67,708,895.2,8140.53,5091.73,4998.77,4050.74,JIN SHIN FISHERIES,"41, YANPING STREET, GUSHAN DISTRICT, KAOHSIUNG CITY, CHINA, REPUBLIC OF (TAIWAN)",TWN
576678000,TUNAGO61,NA,NA,drifting_longlines,VUT,55.59,601.09,1013.3,7980.91,2907.24,5561.63,2905.99,TUNAGO FISHERIES,"PORT VILA, VANUATU.",VUT
412331181,LURONGYUANYU939,NA,NA,squid_jigger,CHN,65.58,1806,1663.87,8231.65,1343.67,7575.01,1340.12,RONGCHENG HONGSHUN AQUATIC,"RONGCHENG, SHANGDONG, CHINA.",CHN
367482650,STMARTIN,8886266,WDF7256,drifting_longlines,USA,22.56,101.33,384.75,6261.53,3197.65,3756.2,2531.41,TRAN FISHERIES,"215 N KING ST APT 1611, HONOLULU, HI 96817-6708, USA",USA
416004564,CHUNHAO,8676685,BI2629,squid_jigger,RUS,68.65,987,2004.25,5480.53,1242.71,2170.75,483.25,LEE CE,"ROOM 408, 4TH FLOOR, 3, YUGANG E 2ND ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80672, CHINA, REPUBLIC OF (TAIWAN)",TWN
520174000,HSINLONG1,9627241,3DWI,drifting_longlines,FJI,36.6,193,382,8734.25,4034.47,5560.55,3091.84,HSINLONG FISHERIES,"P O BOX 16386, SUVA",FJI
412420677,RUNDA610,NA,BZ5VJ,squid_jigger,CHN,53.07,731,698,8210.45,2585.33,7192.14,2577.11,ZHOUSHAN ZHONGJU OCEAN,"ROOM 522, SEA TRADE BUILDING 2, 95, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
367480150,LADYANNIE,8886010,WDF7010,drifting_longlines,USA,22.25,96,312.48,8315.19,3878.65,4042.76,3136.85,PW ANNIE FISHING,"1114 WILDER AVE APT 604, HONOLULU, HI 96822-2743, USA",USA
263555000,COIMBRA,7228091,CUFT,trawlers,PRT,80.3,1926,2207,4119.27,2836.6,3721.35,2819.15,SAO JACINTO EMPRESA DE PESCA,NA,PRT
416003627,HEMINGSING,NA,BJ3913,drifting_longlines,TWN,22.35,57.96,335.7,5445.23,2820.2,1272.43,249.14,CHEN SHU FENG,"NO.7, ALY. 58, LN. 100, SEC. 1, JHONGJHENG RD., DONGGANG TOWNSHIP, PINGTUNG COUNTY 92842, TAIWAN",TWN
431500120,DAIKIMARU8,NA,JL6176,drifting_longlines,JPN,23,216.99,228,7288.11,3656.54,4788.67,3254.36,DAIKI U,"28-26, AZA-TAKEGASIMA, SHISHIKUIURA, KAIYO-CHO, KAIFU-GUN, TOKUSHIMA, JAPAN",JPN
412209186,YANGHE11,NA,NA,drifting_longlines,CHN,47.21,359.24,751.89,4404.79,2089.66,3078.84,2089.66,NA,NA,NA
412420438,NINGTAI36,8778744,BZ4VI,squid_jigger,CHN,54.59,496,1027.83,5952.26,776.61,5592.43,774.49,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416003015,HUNGJIEWEI8,8780785,BJ4930,drifting_longlines,TWN,29.7,99,746,6838.78,4661.44,3600.98,2932.74,CHEN C H,"250, YUGUO STREET, GUSHAN DISTRICT, KAOHSIUNG CITY, 80455, CHINA, REPUBLIC OF (TAIWAN)",TWN
412329682,LUWENYUANYU177,NA,BCFF3,squid_jigger,CHN,70.97,1577,3051.64,2093.17,52.26,1331.64,51.76,WENDENG KUN AN FISHERIES,"WENDENG, SHANDONG, CHINA.",CHN
416137600,CHINLIN,8684450,BI2565,squid_jigger,TWN,73,996,1832.91,4660.43,442.6,3661.97,441.55,CHIN LIN SIN FISHERIES,"2ND FLOOR, 28, REN 4TH ROAD, REN'AI DISTRICT, KEELUNG CITY, 20048, CHINA, REPUBLIC OF (TAIWAN)",TWN
416002893,JINSHENGFENG,NA,BK7912,drifting_longlines,TWN,20.72,49.3,406.57,3868.71,2307.18,3264.76,2298.36,HWANG LIN ROEI MEEI,"NO.20, MINGDE 1ST ST., DONGGANG TOWNSHIP, PINGTUNG COUNTY 928, TAIWAN",TWN
416003192,ANWENFA26,8781569,BJ4978,drifting_longlines,TWN,28,93.34,527.42,4748.37,2355.04,2486.21,715.5,ZHUANG QS M,"47, ZHENYANG ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80670, CHINA, REPUBLIC OF (TAIWAN)",TWN
902200811,HUAYING811,NA,NA,squid_jigger,CHN,52.73,792.89,976.29,7283.44,1847.12,7082.11,1847.12,NA,NA,NA
431000546,GENEIMARU38,NA,NA,squid_jigger,JPN,46.41,437.66,1104.49,2869.39,803.7,1549.23,411.48,YAMATSU YACHI SHOTEN,"1-29, KONAKANO 8-CHOME, HACHINOHE-SHI, AOMORI-KEN, 031-0802, JAPAN.",JPN
224355430,BETIGUREISKANDER,NA,NA,other_purse_seines,ESP,20.04,46.23,186.09,2341.41,874.6,276.58,160.75,NA,NA,NA
367602730,RISINGPHOENIX,7933701,WDH2941,drifting_longlines,USA,22.65,102.33,299.89,8736.25,5012.5,2118.19,1603.26,KD FISHERIES,"504 N NIMITZ HWY, HONOLULU, HI 96817-5030, USA",USA
431700850,CHIDORIMARU23,NA,JE3038,squid_jigger,JPN,38.25,264.58,925.25,2710.38,961.85,1564.6,430.73,CHIDORI,"12-17, KOYO 4-CHOME, HACHINOHE-SHI, AOMORI-KEN, 031-0801, JAPAN.",JPN
533000003,KHAYANG3,NA,NA,drifting_longlines,MYS,37.5,310.12,815.44,1641.98,328.26,559.33,295.31,NA,NA,NA
416003466,SHENGJYIHUEI,NA,BJ4330,drifting_longlines,TWN,22.4,59.34,439.51,7008.56,3697,1948.81,1535.74,FANG CHIH JUNG,"NO.179, GUANGFU RD., XINYUAN TOWNSHIP, PINGTUNG COUNTY 932, TAIWAN (R.O.C.)",TWN
251384000,MARGRET,9147150,TFCH,trawlers,ISL,72.8,2060,4332.63,8281.98,924.85,287.57,104.8,SAMHERJI ISLAND EHF,NA,ISL
431038000,SHOSHINMARU83,9167813,JQKC,drifting_longlines,JPN,49.99,473.14,735,7251.81,3230.97,4821.18,2286.18,MARUKICHI,"8-17-17,KONAKANO,HACHINOHE-SHI,AOMORI,JAPAN",JPN
417000488,MINULI1,NA,NA,drifting_longlines,LKA,22.14,35.06,281.31,2899.6,762.51,1826.65,738.84,NA,NA,NA
201601321,NA,NA,NA,drifting_longlines,ALB,20.64,42.6,399.96,6862.93,3651.96,1842.48,1448.98,NA,NA,NA
263410840,EMIBRUPA,NA,CUGY7,drifting_longlines,PRT,19.2,51.45,266.21,4066.02,2725.44,2331.4,1900.41,PAULO PEDRO FILIPE,"BAIRRO DOS SOBREIRINHOS, 2B",PRT
416673000,HUNLYU122,8431293,BEOK,drifting_longlines,TWN,56.5,723,855.78,8712.24,6517.96,8712.24,6517.96,NA,NA,NA
231307000,FINNURFRIDI,9279238,XPXP,trawlers,FRO,67.68,2779,5764.4,8751.27,2260.44,602.5,326.05,KROSSBREKKA,NA,FRO
412333274,LURONGYUANYU538,9831634,BCFI3,squid_jigger,CHN,51.95,1087,1100.47,4363.67,1167.08,3619.55,1166.05,RONGCHENG HAIYU FISHERIES,"66, HUANGHAI ZHONGLU, SHIDAOZHEN, RONGCHENG, SHANGDONG, 264309, CHINA.",CHN
417000321,ASHENPUTHA2,NA,NA,drifting_longlines,LKA,21.38,51.43,394.67,2444.7,940.39,1589.82,923.05,NA,NA,NA
224051560,BETIITXASARGI,9148726,EA2521,other_purse_seines,ESP,26,111.02,295.59,2944.93,867.03,423.86,238.17,SEVERINO AMUNARRIZ MURBIEDRO Y 1 MAS,"CL. AKARTEGUI, 29-1º-B",ESP
431802000,SHOSHINMARU80,9135391,JQJP,drifting_longlines,JPN,49.39,619.9,698.25,4168.34,2040.85,2497.02,1436.45,MARUKICHI,"8-17-17,KONAKANO,HACHINOHE-SHI,AOMORI,JAPAN",JPN
412110175,PINGTAN388,NA,NA,drifting_longlines,CHN,40.56,298,650.57,6555.84,2754.96,5077.43,1912.96,NA,NA,NA
431702580,SHOFUKUMARU88,8921121,JRGW,drifting_longlines,JPN,49.08,391.72,382.2,8602.12,6591.36,8265.44,6591.36,USUFUKU HONTEN,"2-4-11, SAKANAMACHI, KESENNUMA-SHI, MIYAGI-KEN, JAPAN",JPN
432525000,SHINSEIMARU26,9379088,7JAZ,pole_and_line,JPN,32.39,119,1471,4011.01,492.79,1055.91,325.8,MATSUSHITA SHINSEIMARU,"TOSA-SHIMIZU-SHI, KOCHI-KEN, JAPAN.",JPN
431457000,MATSUEIMARU28,9185724,JDYA,drifting_longlines,JPN,50.97,383.46,1176,7569.46,3128.11,6916.94,3117.18,SHIMABIRA DAIICHI SEISAN KUMIAI,"632 HIGASHISHIMABIRA-CHO,ICHIKIKUSHIKINO-SHI,KAGOSHIMA,JAPAN",JPN
224071000,VIRXENDABLANCA,9338357,EBVQ,drifting_longlines,ESP,29,241,294.02,7626.43,3950.14,5575.03,3145.25,M P ATILANO JUAN,AVDA. ARCADIO PARDIÑAS-BURELA 22 BURELA27880 LUGO,ESP
412989000,XINSHIJI37,NA,BZUY8,drifting_longlines,CHN,47.98,497,766.34,3520.46,1522.93,1630.2,1192.66,ZHEJIANG OCEAN FAMILY,"NORTHERN DEVELOPMENT ZONE,XIAOSHAN HANGZHOU",CHN
416094500,JUIDER16,8674730,BH3070,drifting_longlines,TWN,48.8,406.44,798.67,8140.03,4877.47,6603.02,4784.78,HSIA FU SHUI,"45, KAIXUAN 2ND ROAD, LINGYA DISTRICT, KAOHSIUNG CITY, 80276, CHINA, REPUBLIC OF (TAIWAN)",TWN
412440154,FUYUANYU878,8685363,BZ7UX,drifting_longlines,CHN,61.82,742,1118.9,2805.8,45.25,1973.45,41.31,FUJIAN LIANJIANG FARSEA,"BEIJIAOCUN, TAILUZHEN, LIANJIANG XIAN, FUJIAN, CHINA.",CHN
412354167,CHANGTAI812,8775467,BZU6N,squid_jigger,CHN,45.52,479,866,2517.51,482.94,2393.27,482.94,HAIMEN CHANGTAI PELAGIC,"39, RUIJIANG BEILU, HAIMEN, JIANGSU, CHINA.",CHN
168888886,168888886,NA,NA,drifting_longlines,NA,30.24,151.38,480.71,2229.54,1606.79,730.04,691.07,NA,NA,NA
412460296,SUIYUANYU31,9742687,BZWA33,drifting_longlines,CHN,36.83,295,500,1271.51,968.96,136.61,119.4,GUANG ZHOU PELAGIC FISHERIES,"10, TONGFU DONGLU, HAIZHU QU, GUANGZHOU, GUANGDONG, 510240, CHINA.",CHN
257372000,OESTERBRIS,9662526,LDKM,trawlers,NOR,74.2,2832,4501.26,8748.5,802.32,214.99,117.57,OSTERBRIS,NA,NOR
273449380,IOSIFSHMELKIN,8917223,UGYL,trawlers,RUS,93.65,3981,3680,5465.54,3187.18,3312.57,2914.18,RYBOPROMYSLOVAYA KOMPANIYA FOR,"RUSSIA, 236028 KALININGRAD, UL. A. SUVOROVA, 57",RUS
416004772,RUEYCHIENTSAI168,8780955,BJ5108,drifting_longlines,TWN,23.9,99.37,573.17,8496.23,5628.28,5110.24,3613.7,CHEN C W,"49-68, XINGDONG ROAD, DONGGANG TOWNSHIP, PINGTUNG COUNTY, 92841, CHINA, REPUBLIC OF (TAIWAN)",TWN
431700060,FUKUTOKUMARU37,9066904,JQPE,drifting_longlines,JPN,50.59,384.37,616.49,7807.56,4878.96,2564.89,1277.88,FUKUTOKU,198-5 KAMIKOSABA KARAKUWA-CHO KESENNUMA-SHI MIYAGI-KEN JAPAN,JPN
431167000,KOYOMARU88,9737228,7JSS,tuna_purse_seines,JPN,73.19,1884,2942,8734.65,1339.35,1324.87,207.48,TOKAI,"65 EI-MACHI, SAKAIMINATO-SHI, TOTTORI-KEN, JAPAN",JPN
412671890,ZHOUYU806,NA,NA,squid_jigger,CHN,40.85,277,693.72,4918.99,1263.42,4571.74,1263.42,CHINA AQUATIC PRODUCTS,"1, XINGHAI LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416220600,NIANSHENG3,8795534,BJ4959,drifting_longlines,TWN,28.29,98,700.49,5991.7,4709.19,5640.84,4709.19,JENQ L T,"3RD FLOOR, 12, LANE 263, LONGDE ROAD, GUSHAN DISTRICT, KAOHSIUNG CITY, 80452, CHINA, REPUBLIC OF (TAIWAN)",TWN
416002767,WENDER106,8781014,BJ4880,drifting_longlines,TWN,29.88,99,746,7498.76,4804.32,4891.01,3119.36,HUANG C H,"7, ALLEY 1, LANE 106, GONGZHENG ROAD, XINYUAN TOWNSHIP, PINGTUNG COUNTY, 93248, CHINA, REPUBLIC OF (TAIWAN)",TWN
417001171,STLUSIA1,NA,NA,drifting_longlines,LKA,23.65,77.97,363.57,3961.13,1138.34,3038.85,1136.93,NA,NA,NA
412440032,FUYUANYU559,9016571,BZ8US,NA,CHN,54.2,577,698.3,394.35,114.79,394.35,114.79,FUZHOU HONGLONG OCEAN FISHING,"18-19TH FLOOR, TOWER A, ZHONGSHAN MANSION, 154, HUDONG LU, GULOU QU, FUZHOU, FUJIAN, 350003, CHINA.",CHN
416195900,MANYIFENG66,NA,BJ4932,drifting_longlines,TWN,26.54,79.8,472.47,6976.58,4805.47,6204.72,4798.55,CHERN JYH HWA,"NO.22, LANE 81, SHANGFU VILLAGE, LIOUCIOU TOWNSHIP, PINGTUNG COUNTY, TAIWAN(ROC)",TWN
432463000,HINODEMARU38,9311919,JHFK,drifting_longlines,JPN,49.74,455.47,736,7033.57,3192.13,1812.39,492.36,HINODE,"4-16-5 HONMACHI,YAIZU-SHI,SHIZUOKA-KEN,JAPAN",JPN
412329697,LURONGYUANYU579,NA,BBZM5,squid_jigger,CHN,70.87,1673,2100,8736.02,3472.9,8736.02,3472.9,RONGCHENG XINRUN AQUATIC,"RONGCHENG, SHANGDONG, CHINA.",CHN
412420501,NINGTAI8,8778639,BZ1VL,squid_jigger,CHN,46.89,496,832.77,8544.44,2835.93,7793.04,2833.21,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416246900,SHUENNMAN273,NA,BI2651,squid_jigger,TWN,72.62,998,2074.92,4609.8,915.05,1932.59,298.11,KIN GALARY FISHERIES,"ROOM 3, 23RD FLOOR, 11, XINGUANG ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80661, CHINA, REPUBLIC OF (TAIWAN)",TWN
520171000,FENGYUH6,8628456,3DWF,drifting_longlines,FJI,36.6,193,468.3,7724.81,5153.56,3025.2,2280.37,FENGYUH FISHERIES,"P O BOX 16386, SUVA",FJI
367578510,LADYKAREN2,8034796,WDG8533,drifting_longlines,USA,21,110.5,402.84,6891.35,3450.96,3151.91,2341.99,LADY KAREN,"2022, AUPUNI STREET, HONOLULU HI 96817-2056, USA.",USA
431000840,GENEIMARU65,NA,NA,squid_jigger,JPN,42.72,389.5,904.92,2646.71,719.87,1562.84,399.16,HACHINOHE KISEN,"CARE OF KK MARUKICHI , 17-17, KONAKANO 8-CHOME, HACHINOHE-SHI, AOMORI-KEN, 031-0802, JAPAN.",JPN
432319000,RYOANMARU85,8974661,JCHG,drifting_longlines,JPN,52.35,465.69,735,7704.55,2947.69,2502.28,939.65,SATO KABUSHIKI,2-5-40 SHINHAMA-CHO SHIOGAMA-SHI MIYAGI-KEN JAPAN,JPN
412422352,SHUNZHOU811,8780319,BZ6VV,squid_jigger,CHN,45.22,484,887.48,8143.24,2809.16,7773.8,2809.16,ZHOUSHAN PUTUO DEEP SEA,"216, BINGANG LU, SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
412420313,JIADE2,8776136,BZ9VB,squid_jigger,CHN,62.33,1305,864.68,6337.16,1772.48,5465.52,1765.14,ZHOUSHAN JIADE INTERNATIONAL,"43, CHENGDONG LU, DINGHAI QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
412420923,HANYI37,NA,BZV8N,squid_jigger,CHN,38.7,300,541,7090.25,1936.85,6147.54,1936.85,ZHOUSHAN HONGPU OCEAN FISHERIES,"SHENJIAMEN JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
416002604,ANWUNFA6,NA,BJ4832,drifting_longlines,TWN,29.88,99,746,5763.53,4174.46,3951.29,3147.86,HUANG JYUN HONG,"NO.55, JHONGJHENG RD., LIOUCIOU TOWNSHIP, PINGTUNG COUNTY 92942, TAIWAN",TWN
416004729,ANFONG158,NA,BI2638,squid_jigger,TWN,74.55,998,2269.44,6000.49,1419.44,2843.51,750.02,AN FONG LIAN HSIANG FISHERIES,"46, YUGANG N 1ST ROAD, QIANZHEN DISTRICT, KAOHSIUNG CITY, 80672, CHINA, REPUBLIC OF (TAIWAN)",TWN
440646000,DONGWON,8610631,HLLS,drifting_longlines,KOR,49.65,387.17,879.94,8468.56,5170.87,6050.13,4104.5,DONGWON INDUSTRIES,"DONGWON INDUSTRIES CO., LTD. /68, MABANG-RO, SEOCHO-GU, SEOUL, KOREA",KOR
412421072,WANXIN7,NA,BZW3L,squid_jigger,CHN,56.3,777,1000,5932.11,1097.77,4853.5,1095.59,NA,NA,NA
412421016,NINGTAI81,NA,BZW6A,squid_jigger,CHN,50.1,617,1000,7927.72,2364.33,7436.16,2364.33,ZHOUSHAN NINGTAI OCEAN FISH,"ROOMS 1708 & 1709, CHANGZHENG PLAZA, 82, CHANGZHENG LU, DONGGANG JIEDAO, PUTUO QU, ZHOUSHAN, ZHEJIANG, CHINA.",CHN
412420947,SHUNHANG17,NA,BZU5P,squid_jigger,CHN,72.11,1395.08,1392.64,4447.2,427.1,3719.91,419.74,NA,NA,NA
664063000,NFYUYO6,9820491,S7UY,drifting_longlines,SYC,39,296,780.61,8650.11,6995.06,5282.92,4423.33,UNI NEPTUNE FISHERIES,"1ST FLOOR OLIAJI TRADE CENTRE, FRANCIS RACHEL STREET,VICTORIA, MAHÉ, REPUBLIC OF SEYCHELLES",SYC
664326000,TXORITOKI,NA,NA,tuna_purse_seines,SYC,62.5,1558.37,3349.24,1716.24,20.77,60.01,12.3,INPESCA FISHING BELIZE LIMITED,"WITHFIELD TOWER, 3RD FLOOR, 4792 CONEY DRIVE, BELIZE CITY , BELIZE",BLZ
